config_id,config_description,question_text,expected_doc_id,initial_retrieved_ids,reranked_ids,final_rank,is_hit_at_k,retriever_found_correct_doc
minilm_fixed_reranked,Retriever: MiniLM Fixo + Re-ranker,"Como é realizada a atualização da conta de precatórios não tributários, especificamente em relação à incidência dos juros de mora e à aplicação da taxa Selic, a partir de dezembro de 2021?",12055,"['11415', '12054', '12055', '13088', '13104', '13087', '22086', '13103', '17051', '22084']","['22086', '12055', '22084', '12054', '17051', '13103', '13087', '11415', '13088', '13104']",2.0,True,True
minilm_fixed_reranked,Retriever: MiniLM Fixo + Re-ranker,Quais são os propósitos e as características das certidões emitidas pelo sistema CEDINPREC sobre o regime especial de pagamento de precatórios?,14800,"['15925', '22331', '11695', '17356', '42282', '4936', '7551', '52601', '11067', '42314']",[],inf,False,False
minilm_fixed_reranked,Retriever: MiniLM Fixo + Re-ranker,"Qual comissão do Conselho Nacional de Justiça é responsável pelo projeto da campanha e programa, conforme a fala do Conselheiro José Lúcio Munhoz?",45248,"['52241', '11175', '23093', '53104', '16158', '29904', '42918', '160', '59038', '58986']",[],inf,False,False
minilm_fixed_reranked,Retriever: MiniLM Fixo + Re-ranker,Qual foi a decisão final proferida no RECURSO ADMINISTRATIVO NO PEDIDO DE PROVIDÊNCIAS de número 0001491-81.2014.2.00.0000?,34582,"['23815', '23773', '23797', '19436', '49415', '27777', '49412', '31878', '22684', '35216']",[],inf,False,False
minilm_fixed_reranked,Retriever: MiniLM Fixo + Re-ranker,A partir de qual data a determinação de cumprimento de mandados de prisão em até 24 horas será válida e quais tipos de ordens judiciais estão sujeitos ao uso obrigatório do BNMP?,14532,"['14991', '47879', '14989', '25766', '53484', '3338', '25765', '47122', '33422', '43083']",[],inf,False,False
minilm_fixed_reranked,Retriever: MiniLM Fixo + Re-ranker,Qual é o assunto do RECURSO ADMINISTRATIVO NA RECLAMAÇÃO DISCIPLINAR número 0007450-62.2016.2.00.0000?,24611,"['22684', '19436', '58688', '11142', '24696', '6724', '57360', '35216', '45014', '35947']",[],inf,False,False
minilm_fixed_reranked,Retriever: MiniLM Fixo + Re-ranker,Quais foram as consequências do esforço comprovado da juíza para normalizar e solucionar o processo?,5990,"['5990', '52877', '18369', '47368', '4920', '50450', '23398', '56437', '52864', '11834']","['5990', '18369', '52864', '56437', '52877', '11834', '4920', '23398', '47368', '50450']",1.0,True,True
minilm_fixed_reranked,Retriever: MiniLM Fixo + Re-ranker,"Quais foram os membros da equipe de trabalho do Mutirão Carcerário no Estado do Tocantins em 2014, e quais seus órgãos de origem, cargos efetivos e funções desempenhadas?",36689,"['42467', '36807', '37011', '36963', '36914', '37789', '42590', '42357', '13030', '36688']",[],inf,False,False
minilm_fixed_reranked,Retriever: MiniLM Fixo + Re-ranker,"Quais são as diretrizes para a apresentação de questões em discussão, razões de decidir, dispositivo e tese, incluindo a citação de jurisprudência e dispositivos legais, conforme o ANEXO II DA RECOMENDAÇÃO Nº 154, DE 13 DE AGOSTO DE 2024?",5055,"['14516', '5053', '53358', '25597', '10986', '60796', '54611', '4406', '25652', '41910']",[],inf,False,False
minilm_fixed_reranked,Retriever: MiniLM Fixo + Re-ranker,"Quais conselheiros tiveram seus votos vencidos no julgamento do Recurso Administrativo na Reclamação Disciplinar 0005208-62.2018.2.00.0000, presidido pelo Ministro Dias Toffoli em 14 de abril de 2020?",19469,"['24149', '11142', '24696', '21315', '10809', '24267', '24990', '16031', '29455', '11140']",[],inf,False,False
minilm_fixed_reranked,Retriever: MiniLM Fixo + Re-ranker,"Qual é o termo que descreve uma função nacional no campo da justiça, finalizado por 'edor'?",58329,"['58329', '8533', '47429', '47101', '46759', '55045', '19213', '54481', '15819', '160']","['58329', '8533', '47429', '54481', '19213', '46759', '55045', '15819', '160', '47101']",1.0,True,True
minilm_fixed_reranked,Retriever: MiniLM Fixo + Re-ranker,Qual iniciativa foi instituída pelo Conselho Nacional de Justiça para apoiar suas servidoras mães e seus dependentes após a licença-maternidade e quais são seus objetivos?,26087,"['26087', '160', '42147', '2243', '3327', '60637', '11312', '47720', '16036', '10393']","['26087', '42147', '16036', '11312', '10393', '160', '3327', '47720', '60637', '2243']",1.0,True,True
minilm_fixed_reranked,Retriever: MiniLM Fixo + Re-ranker,Quais detalhes devem ser incluídos na Tabela de Lotação de Pessoal (TLP) e qual sua periodicidade de apresentação?,32381,"['30528', '18467', '55059', '28517', '59638', '13667', '15087', '26755', '22790', '15039']",[],inf,False,False
minilm_fixed_reranked,Retriever: MiniLM Fixo + Re-ranker,"Conforme o Art. 4º, quais providências devem ser tomadas pelo Gabinete da Corregedoria Nacional de Justiça?",17631,"['15352', '36724', '27007', '60726', '23967', '8454', '50664', '23984', '18055', '17853']",[],inf,False,False
minilm_fixed_reranked,Retriever: MiniLM Fixo + Re-ranker,"Quais são as funcionalidades e os requisitos de interoperabilidade do SIG-RI, incluindo o tratamento de sobreposições de imóveis, conforme o texto?",9056,"['33572', '9025', '36973', '518', '53934', '17250', '236', '647', '12032', '9055']",[],inf,False,False
minilm_fixed_reranked,Retriever: MiniLM Fixo + Re-ranker,Quais profissionais do Conselho Nacional de Justiça (CNJ) e suas respectivas funções são mencionados no texto?,5163,"['5032', '37891', '12194', '11175', '5638', '26076', '19275', '17332', '24022', '2947']",[],inf,False,False
minilm_fixed_reranked,Retriever: MiniLM Fixo + Re-ranker,"Quem são o requerente, o requerido e as partes interessadas citadas no documento?",2941,"['22880', '8556', '8683', '8685', '9092', '26153', '47982', '26055', '33125', '55627']",[],inf,False,False
minilm_fixed_reranked,Retriever: MiniLM Fixo + Re-ranker,Qual a identificação oficial do ministro Luís Roberto Barroso?,7978,"['4227', '119', '831', '8044', '5591', '8642', '3301', '1563', '3871', '7050']",[],inf,False,False
minilm_fixed_reranked,Retriever: MiniLM Fixo + Re-ranker,Quais são as atribuições ou diretrizes relativas à Estratégia Nacional do Poder Judiciário?,23504,"['18816', '55592', '20169', '50202', '37437', '54168', '61308', '23500', '15680', '2686']",[],inf,False,False
minilm_fixed_reranked,Retriever: MiniLM Fixo + Re-ranker,Qual é o objetivo do trabalho que a Corregedoria Nacional realizará pela primeira vez na Reserva Yanomami na semana de maio?,2157,"['13535', '6037', '50637', '13530', '56841', '36668', '37808', '17689', '13308', '52737']",[],inf,False,False
minilm_fixed_reranked,Retriever: MiniLM Fixo + Re-ranker,Qual é o assunto principal e os motivos do Recurso Administrativo no Procedimento de Controle Administrativo 0001197-43.2025.2.00.0000?,1954,"['12405', '51736', '39929', '51803', '51396', '35094', '40813', '45362', '32565', '32138']",[],inf,False,False
minilm_fixed_reranked,Retriever: MiniLM Fixo + Re-ranker,"Quais foram as principais contribuições ou admirações dirigidas ao Ministro Nelson Jobim pelos conselheiros mencionados no texto, especialmente em relação ao problema remuneratório da magistratura da União?",61285,"['61285', '61282', '61280', '61284', '61022', '61056', '61277', '61283', '61042', '60971']","['61285', '61022', '61056', '61284', '61277', '61282', '61283', '61042', '61280', '60971']",1.0,True,True
minilm_fixed_reranked,Retriever: MiniLM Fixo + Re-ranker,"De acordo com a Instrução Normativa Nº 53 do CNJ, o que constitui o auxílio-moradia e quem são os beneficiários elegíveis para recebê-lo?",23589,"['17432', '15676', '17508', '8647', '36950', '30801', '10716', '15950', '17532', '4856']",[],inf,False,False
minilm_fixed_reranked,Retriever: MiniLM Fixo + Re-ranker,"Quais cargos efetivos o 7º Concurso de Remoção do TJMA, referente ao Edital nº 01/2013, visava formar cadastro de reserva?",34376,"['58862', '48677', '32811', '32237', '34870', '59350', '39736', '39693', '37408', '39298']",[],inf,False,False
minilm_fixed_reranked,Retriever: MiniLM Fixo + Re-ranker,Quem está proibido de atuar como mediador e quais as vedações específicas para o administrador judicial?,17217,"['24571', '15324', '57417', '23555', '24574', '23561', '11593', '11596', '17214', '50746']",[],inf,False,False
minilm_fixed_reranked,Retriever: MiniLM Fixo + Re-ranker,"Qual foi o desfecho do PEDIDO DE PROVIDÊNCIAS n.º 0002085-03.2011.2.00.0000, quem atuou como requerente e requerido, e qual era o assunto principal que levou à decisão?",48524,"['45648', '39078', '39345', '49512', '22198', '45254', '60636', '48129', '46087', '49386']",[],inf,False,False
minilm_fixed_reranked,Retriever: MiniLM Fixo + Re-ranker,"Qual é o principal propósito da Instrução Normativa Conjunta Nº 2, de 27 de março de 2020?",21784,"['36953', '36950', '33722', '4946', '5492', '52984', '23595', '20688', '53001', '36705']",[],inf,False,False
minilm_fixed_reranked,Retriever: MiniLM Fixo + Re-ranker,Qual foi o desfecho do PARECER DE MÉRITO (PAM) 2008.10.00.002776-0 referente às solicitações de crédito suplementar?,56425,"['37559', '34261', '39259', '34262', '35511', '34708', '34270', '58623', '48776', '20465']",[],inf,False,False
minilm_fixed_reranked,Retriever: MiniLM Fixo + Re-ranker,"Quais são as condições para que os tribunais restrinjam o acesso a documentos sigilosos e quais as obrigações dos órgãos de segurança pública em relação à confidencialidade dos dados, conforme esta recomendação?",13563,"['14925', '13563', '50230', '42503', '388', '50215', '23018', '8893', '16930', '33683']","['13563', '8893', '33683', '14925', '50230', '388', '50215', '42503', '16930', '23018']",1.0,True,True
minilm_fixed_reranked,Retriever: MiniLM Fixo + Re-ranker,"Quando e em qual horário o acordo foi anunciado para ser assinado, conforme informado pela Presidente?",30999,"['14460', '53135', '2895', '2233', '6556', '2891', '54672', '15922', '55345', '10614']",[],inf,False,False
minilm_fixed_reranked,Retriever: MiniLM Fixo + Re-ranker,Quem presidiu o julgamento do Conselho que decidiu pela procedência parcial do pedido em 10 de abril de 2012?,46380,"['46228', '45648', '45254', '52280', '55273', '54887', '35584', '48019', '61238', '40956']",[],inf,False,False
minilm_fixed_reranked,Retriever: MiniLM Fixo + Re-ranker,"Quais são os componentes que sintetizam a ENTIC-JUD, incluindo sua missão, visão, atributos de valor e objetivos estratégicos, conforme o Art. 3º?",32611,"['36693', '32611', '41', '47386', '20383', '9751', '14735', '58221', '23754', '32370']","['32611', '20383', '36693', '32370', '41', '9751', '58221', '14735', '23754', '47386']",1.0,True,True
minilm_fixed_reranked,Retriever: MiniLM Fixo + Re-ranker,Qual o assunto detalhado do Procedimento de Controle Administrativo 0001896-49.2016.2.00.0000?,28844,"['49412', '12405', '49414', '19436', '6724', '24149', '51736', '49413', '55111', '49415']",[],inf,False,False
minilm_fixed_reranked,Retriever: MiniLM Fixo + Re-ranker,Qual a alteração específica realizada pela Portaria CNJ nº 65 de 23/02/2022 na redação do inciso III da Portaria CNJ nº 214/2020?,14036,"['13085', '8187', '13622', '8402', '1349', '415', '8152', '12172', '13186', '10066']",[],inf,False,False
minilm_fixed_reranked,Retriever: MiniLM Fixo + Re-ranker,Qual é o assunto do recurso administrativo da ASSETBA contra o Tribunal de Justiça do Estado da Bahia (TJBA)?,28162,"['27887', '34497', '61263', '34534', '27611', '37079', '30834', '60472', '34747', '28827']",[],inf,False,False
minilm_fixed_reranked,Retriever: MiniLM Fixo + Re-ranker,"Quem presidiu o julgamento que aprovou por unanimidade a Recomendação sobre sustentações orais gravadas em julgamentos virtuais, e qual a data dessa decisão?",12488,"['14742', '54666', '5420', '53926', '56225', '48860', '13563', '13839', '14709', '50347']",[],inf,False,False
minilm_fixed_reranked,Retriever: MiniLM Fixo + Re-ranker,"Em caso de cancelamento de uma requisição de pagamento, quais informações e requisitos específicos são necessários para que o credor solicite a emissão de uma nova requisição?",22099,"['17464', '53402', '32325', '26160', '3654', '39966', '12312', '8684', '17250', '20105']",[],inf,False,False
minilm_fixed_reranked,Retriever: MiniLM Fixo + Re-ranker,"Qual foi o assunto do recurso administrativo 0000429-06.2014.2.00.0000, e qual a decisão unânime do Conselho, proferida em 24 de março de 2014?",35823,"['35216', '35217', '49412', '49414', '49415', '35947', '45444', '24696', '24990', '46191']",[],inf,False,False
minilm_fixed_reranked,Retriever: MiniLM Fixo + Re-ranker,Quais critérios devem ser privilegiados pelas práticas na modalidade descrita no inciso I do artigo 2º deste Regulamento?,4373,"['4365', '9778', '465', '9808', '9717', '5261', '42721', '58902', '26000', '10174']",[],inf,False,False
minilm_fixed_reranked,Retriever: MiniLM Fixo + Re-ranker,Quais dados são solicitados para a indicação dos servidores que terão chaves e senhas iniciais de acesso aos sistemas de autoatendimento do BANCO geradas?,40586,"['42110', '40575', '14969', '37652', '20306', '37650', '11064', '19401', '42111', '40573']",[],inf,False,False
minilm_fixed_reranked,Retriever: MiniLM Fixo + Re-ranker,"Quem foi nomeada Coordenadora da Ouvidoria do Conselho Nacional de Justiça pela Portaria nº 9 de 2018, e qual o status atual dessa portaria?",27121,"['14507', '17792', '5551', '1849', '18093', '50052', '26326', '25803', '14280', '37586']",[],inf,False,False
minilm_fixed_reranked,Retriever: MiniLM Fixo + Re-ranker,Quais são os temas abordados pelas práticas educativas que promovem a saúde sexual e reprodutiva dos adolescentes?,55553,"['55573', '55535', '56823', '55553', '14439', '43231', '55984', '7381', '14903', '55530']","['55553', '55573', '55535', '14903', '43231', '56823', '7381', '55530', '55984', '14439']",1.0,True,True
minilm_fixed_reranked,Retriever: MiniLM Fixo + Re-ranker,"Quais são os temas ambientais e suas respectivas codificações, incluindo as referências a leis específicas, conforme detalhado no texto?",5232,"['16154', '20018', '7590', '14836', '8072', '8312', '5239', '12855', '13791', '9681']",[],inf,False,False
minilm_fixed_reranked,Retriever: MiniLM Fixo + Re-ranker,Quais informações os Tribunais de Justiça são obrigados a indicar no ofício enviado ao Conselho Nacional de Justiça (CNJ) após o término do mês de esforço concentrado?,28366,"['8454', '58153', '23967', '42448', '37891', '27007', '14654', '21059', '50195', '33523']",[],inf,False,False
minilm_fixed_reranked,Retriever: MiniLM Fixo + Re-ranker,"Qual foi o resultado do julgamento do pedido na Revisão Disciplinar 0003199-25.2021.2.00.0000, conforme a decisão do Conselho Nacional de Justiça?",10401,"['11601', '16700', '41448', '35584', '39993', '59846', '26349', '56639', '40612', '48732']",[],inf,False,False
minilm_fixed_reranked,Retriever: MiniLM Fixo + Re-ranker,Quando a Recomendação que trata do uso de celulares e aplicativos para atos processuais entra em vigor?,17298,"['847', '42100', '19041', '21574', '55994', '42580', '18420', '5151', '33430', '9457']",[],inf,False,False
minilm_fixed_reranked,Retriever: MiniLM Fixo + Re-ranker,Quais são os princípios norteadores da Justiça Restaurativa que o CJR deve observar em seus procedimentos?,872,"['30162', '11316', '16051', '871', '16158', '30637', '26138', '21545', '16617', '22214']",[],inf,False,False
minilm_fixed_reranked,Retriever: MiniLM Fixo + Re-ranker,Qual a situação dos procedimentos listados no texto que possuem decisão registrada?,17744,"['626', '52766', '42693', '28433', '8797', '9376', '59617', '36875', '8879', '42692']",[],inf,False,False
minilm_fixed_reranked,Retriever: MiniLM Fixo + Re-ranker,"Qual foi a decisão e o assunto principal do Recurso Administrativo no Procedimento de Controle Administrativo nº 2009.10.00.001721-6, que teve Fernando Dias como requerente e o Tribunal de Justiça do Estado de Goiás como requerido?",54502,"['59154', '55670', '58995', '60160', '54732', '37519', '58428', '54734', '46509', '35465']",[],inf,False,False
minilm_fixed_reranked,Retriever: MiniLM Fixo + Re-ranker,Quais são as condições de elegibilidade e exclusão para os processos considerados no item (b)?,7901,"['11884', '13443', '5432', '47005', '23325', '7551', '3769', '30327', '47662', '17212']",[],inf,False,False
minilm_fixed_reranked,Retriever: MiniLM Fixo + Re-ranker,"Quais são as atribuições de um tabelião de notas que incluem a cópia de documentos digitalizados, o reconhecimento de assinaturas eletrônicas e de firmas físicas via videoconferência, e quais as regras para o reconhecimento de firma em documentos de veículos automotores?",9000,"['9000', '20393', '13522', '17048', '20420', '11850', '9001', '8979', '15506', '12582']","['9000', '12582', '17048', '20393', '8979', '15506', '9001', '20420', '11850', '13522']",1.0,True,True
minilm_fixed_reranked,Retriever: MiniLM Fixo + Re-ranker,"Quais são as atribuições detalhadas nos incisos I a V do texto, referentes à coordenação de sistemas, apoio técnico e definição de procedimentos, em colaboração com diversos órgãos?",36674,"['5014', '8137', '8322', '47195', '262', '30570', '25915', '383', '18930', '960']",[],inf,False,False
minilm_fixed_reranked,Retriever: MiniLM Fixo + Re-ranker,Qual foi a penalidade aplicada ao magistrado Milton Biagioni Furquim no Processo Administrativo Disciplinar nº 0001901-13.2012.2.00.0000 e quem foi o Conselheiro Relator desse processo?,35665,"['48295', '48140', '46140', '48296', '59712', '60200', '39301', '56672', '49942', '56468']",[],inf,False,False
minilm_fixed_reranked,Retriever: MiniLM Fixo + Re-ranker,"Quais são os nomes dos representantes do Comitê de Qualidade de Vida no Trabalho do CNJ (QVT/CNJ) e da Diretoria-Geral, e qual a data de início da validade desta Portaria, conforme assinado pelo Ministro Luís Roberto Barroso?",4489,"['4489', '360', '26908', '121', '26904', '969', '5159', '8021', '5674', '10012']","['4489', '26908', '26904', '5674', '360', '10012', '969', '8021', '5159', '121']",1.0,True,True
minilm_fixed_reranked,Retriever: MiniLM Fixo + Re-ranker,Quais ministros solicitaram vista regimental durante o julgamento ocorrido no Plenário em 21 de junho de 2011?,49105,"['48660', '49212', '51382', '2221', '49233', '56423', '47922', '49931', '10713', '52250']",[],inf,False,False
minilm_fixed_reranked,Retriever: MiniLM Fixo + Re-ranker,Qual o assunto principal e a decisão final do processo judicial onde o Sindicato dos Auditores Fiscais da Fazenda do Estado do Piauí (SINAFFEPI) é requerente contra o Tribunal de Justiça do Estado do Piauí (TJPI)?,46444,"['60166', '41260', '39622', '39535', '51524', '46296', '48720', '59356', '54112', '26033']",[],inf,False,False
minilm_fixed_reranked,Retriever: MiniLM Fixo + Re-ranker,"Qual foi o assunto e a decisão referente ao Pedido de Providências 0000465-19.2012.2.00.0000, cujo relator é o Conselheiro Bruno Dantas?",45416,"['45509', '38692', '35942', '48564', '44961', '44989', '35323', '40142', '44788', '45647']",[],inf,False,False
minilm_fixed_reranked,Retriever: MiniLM Fixo + Re-ranker,Quem foi adicionado ao Grupo de Trabalho para enfrentamento da litigância predatória associativa pela Portaria CNJ nº 253/2022?,13177,"['14433', '13890', '15147', '17990', '37797', '22724', '10676', '52663', '12196', '11775']",[],inf,False,False
minilm_fixed_reranked,Retriever: MiniLM Fixo + Re-ranker,"Qual é o assunto principal tratado pela Resolução Nº 526, de 20 de outubro de 2023?",7312,"['5484', '54311', '9814', '13085', '3142', '4160', '723', '31106', '5846', '1090']",[],inf,False,False
minilm_fixed_reranked,Retriever: MiniLM Fixo + Re-ranker,"Qual foi a decisão final do Conselho em relação ao Processo Administrativo Disciplinar nº 0006919-05.2018.2.00.0000, que teve VÁLDSEN DA SILVA ALVES PEREIRA como requerido?",16191,"['59846', '27308', '60267', '59680', '59609', '45164', '59563', '28219', '28323', '34054']",[],inf,False,False
minilm_fixed_reranked,Retriever: MiniLM Fixo + Re-ranker,O que o protagonismo das magistradas do Afeganistão representa no contexto da evolução de valores e tradições?,15635,"['4886', '15635', '54835', '57659', '14916', '57665', '29191', '27349', '14120', '30103']","['15635', '57659', '4886', '57665', '14120', '54835', '29191', '27349', '14916', '30103']",1.0,True,True
minilm_fixed_reranked,Retriever: MiniLM Fixo + Re-ranker,Quais são as competências da Seção de Execução Orçamentária e Financeira (SEORF)?,42259,"['42259', '8060', '8105', '52933', '5822', '42257', '16643', '52932', '21759', '25573']","['42259', '42257', '8060', '5822', '8105', '52932', '21759', '25573', '52933', '16643']",1.0,True,True
minilm_fixed_reranked,Retriever: MiniLM Fixo + Re-ranker,"Quando a Portaria entra em vigor, quem ocupa a posição de suplente e quem é o Ministro que a assina?",17933,"['37581', '47157', '50562', '16892', '20181', '50115', '52935', '20163', '49729', '37781']",[],inf,False,False
minilm_fixed_reranked,Retriever: MiniLM Fixo + Re-ranker,"Qual é o objetivo do Projeto da Nova Plataforma Digital do Poder Judiciário e qual o escopo do Projeto de Otimização dos Sistemas de Tecnologia da Informação e Comunicação, considerando os mais de 120 sistemas do CNJ?",19105,"['19105', '47192', '12574', '5607', '19384', '15070', '13166', '17383', '11841', '15506']","['19105', '5607', '13166', '17383', '19384', '15070', '11841', '12574', '47192', '15506']",1.0,True,True
minilm_fixed_reranked,Retriever: MiniLM Fixo + Re-ranker,"De acordo com o Art. 5º do Capítulo III, quais são as principais atribuições do órgão responsável pela coordenação dos programas de Justiça Restaurativa nos Tribunais de Justiça?",30165,"['18003', '15373', '30165', '22315', '52538', '30176', '30178', '18654', '53519', '3480']","['30165', '30178', '30176', '15373', '22315', '18654', '3480', '52538', '18003', '53519']",1.0,True,True
minilm_fixed_reranked,Retriever: MiniLM Fixo + Re-ranker,"Qual foi a deliberação do Conselho Nacional de Justiça na CONSULTA 0001933-18.2012.2.00.0000, referente à nomeação de servidor para cargo comissionado com parentesco em 2º grau com Auxiliar de Juiz no mesmo Tribunal, mas em juízo diverso?",44317,"['40014', '39207', '48845', '38973', '49999', '23421', '40280', '40781', '40389', '47855']",[],inf,False,False
minilm_fixed_reranked,Retriever: MiniLM Fixo + Re-ranker,"Quais são as partes (requerente, requerido, interessados), advogados, assuntos e decisões associadas aos processos IGHI e Pedido de Providências 0002175-69.2015.2.00.0000 mencionados?",32093,"['48626', '41112', '35217', '1536', '45681', '46087', '40350', '35947', '32129', '26888']",[],inf,False,False
minilm_fixed_reranked,Retriever: MiniLM Fixo + Re-ranker,"Qual foi a decisão do Conselho sobre o pedido de medida liminar para suspender a publicação de 16 de março de 2007, feito por Carlos Henrique Barreto Machado no Recurso Administrativo nº 509 contra o TJMG?",60004,"['41227', '37787', '61063', '27948', '58582', '59026', '58955', '58573', '58591', '60352']",[],inf,False,False
minilm_fixed_reranked,Retriever: MiniLM Fixo + Re-ranker,O que foi decidido no julgamento do Conselho em 15 de setembro de 2009 referente à Instrução Normativa nº 02/STJ?,54110,"['36953', '52984', '26552', '53669', '36950', '53001', '4946', '42569', '28599', '21141']",[],inf,False,False
minilm_fixed_reranked,Retriever: MiniLM Fixo + Re-ranker,Qual o assunto do ATO NORMATIVO 0000898-23.2012.2.00.0000?,45755,"['55424', '22684', '1282', '15354', '41036', '23613', '52095', '36950', '33790', '38990']",[],inf,False,False
minilm_fixed_reranked,Retriever: MiniLM Fixo + Re-ranker,Qual foi o resultado do Recurso Administrativo movido pela Associação Regional dos Juízes da 5ª Região contra o Tribunal Regional Federal da 5ª Região referente ao indeferimento da ajuda de custo para juízes federais?,49359,"['46666', '4203', '16104', '9819', '12093', '3614', '38703', '55264', '26924', '39734']",[],inf,False,False
